Type,Fridge_Temperature_C,Humidity_Percentage,Spoilage_Days
Apple,5.559231426,67.14392366,27
Cluster Beans,5.195443134,81.52742712,2
Ivy Gourd,4.703305721,58.12201191,12
Papaya,3.92778725,62.48584381,7
Pineapple,4.246915195,58.67039169,13
Cluster Beans,2.959920858,88.49698159,4
Garlic,7.221212422,83.0983113,82
French Beans,3.314191629,60.69444481,8
Mango,6.736351461,79.33684984,1
Fenugreek Leaves,7.886667403,87.24673887,1
Pineapple,7.695591036,66.48746528,8
Spring Onion,4.938791798,75.04275318,2
Cabbage,3.795433986,58.13194747,21
Drumstick,2.934536036,81.99621824,9
Cucumber,6.592236023,67.33620863,10
Apple,3.443364758,72.30583806,30
Pineapple,3.586180689,58.91710837,14
Grapes,3.610910189,67.13473707,14
Banana,5.728770704,85.62319564,1
Ivy Gourd,6.233848624,54.81934878,10
Drumstick,4.281877803,67.13268947,9
Coriander Leaves,7.657977482,51.03154986,1
Grapes,3.316283898,61.66840245,15
Mango,7.198676851,56.84278478,1
Orange,3.238226396,83.30442125,28
Brinjal,4.91941826,71.47182098,5
Papaya,6.094409076,69.60523792,3
Mango,3.174953855,61.76366174,7
Pear,6.167578068,52.68867678,6
Orange,7.525125557,76.59230283,23
French Beans,5.148988992,60.57017516,5
Fenugreek Leaves,7.30680862,74.93065971,1
Cucumber,6.467992074,68.5187181,10
Cauliflower,3.88924993,60.0345991,14
Turnip,2.543027712,66.89922103,23
Mango,2.420570543,81.32490361,6
Spring Onion,5.370237755,86.50404587,1
Bitter Gourd,2.502988477,51.91200406,9
Garlic,4.471731973,82.88857202,86
Carrot,5.581145213,54.24797393,18
Pear,3.70275573,53.31254293,10
Beetroot,5.851214106,67.41692685,27
Garlic,2.397941408,67.42577924,92
Brinjal,7.911157218,67.70854437,1
Ivy Gourd,7.641532249,69.31405775,8
Radish,2.750957003,86.06426118,8
Bottle Gourd,6.284290561,59.44248337,10
Radish,4.843182781,87.36761718,5
Pineapple,7.459343797,57.22498417,8
Grapes,4.292139261,55.56610286,13
Pineapple,5.49132534,87.87795302,8
Drumstick,4.537625872,87.67423616,5
Onion,5.993528809,52.73240601,27
Pomegranate,7.371332945,63.60535138,24
Banana,3.086185715,50.90091914,8
Fenugreek Leaves,3.764667119,68.68172548,3
Cabbage,3.351034587,71.96213193,21
Broccoli,3.715656566,62.8743352,10
Bottle Gourd,4.103630938,83.35780747,11
Garlic,3.382048227,75.65252917,89
Mint Leaves,6.847903082,65.68004768,1
Chikoo,7.537910148,76.62740138,1
Amaranth Leaves,4.25780909,76.37975078,1
Lemon,6.357647299,73.48841021,25
Ridge Gourd,7.563204672,85.60447372,1
Potato,5.902355888,87.76284342,53
Mint Leaves,5.755332427,75.56184053,1
Mint Leaves,5.902004036,58.05783172,1
Carrot,2.328635792,50.90572338,23
Amaranth Leaves,3.748220636,85.55898833,1
Sweet Potato,3.099143377,78.17054213,44
Mango,5.194004057,79.27760935,2
Ridge Gourd,6.551323992,71.20436622,5
Ivy Gourd,4.461458592,60.69107618,13
Beetroot,6.02635318,79.9376633,24
Green Chili,5.72950002,86.38159575,4
Pear,5.872502416,88.92364591,3
Cauliflower,3.670946107,55.1621366,14
Fenugreek Leaves,7.918213019,71.20234037,1
Pumpkin,3.119301757,67.62821617,21
Drumstick,3.816668254,86.00002645,7
Pomegranate,6.48281883,50.76080951,26
Radish,7.366287199,70.13321538,4
Turnip,4.861518892,76.71915346,18
Orange,7.037082285,89.91926592,21
Bitter Gourd,3.969482261,63.27082214,7
Ash Gourd,3.654935025,83.87794432,27
Mango,3.42091436,74.90862302,5
Ridge Gourd,6.990874539,77.13510028,4
Broccoli,4.137983696,75.74388274,8
Pear,4.118538712,75.69962197,8
Onion,3.038816415,73.09259208,30
Spinach,3.97662429,89.6133914,1
Cauliflower,4.406126711,60.43532078,13
Chikoo,5.527387151,72.71166533,4
Pineapple,6.447117465,88.3761308,6
Bottle Gourd,5.812014027,86.38970842,8
Cluster Beans,6.34635304,84.72423834,1
Green Chili,2.95350998,59.25319467,11
Lemon,4.785388832,56.34157737,28
Broccoli,2.770675237,52.61128198,11
Garlic,3.760099754,63.55016436,90
Taro Root,3.133127425,62.24898411,31
Carrot,3.868437954,71.6027238,20
Bitter Gourd,5.939768923,60.46538032,4
Lettuce,3.909737206,64.93762716,5
Mint Leaves,6.583551263,57.95073791,1
Radish,6.762881193,80.19681162,3
Pear,3.619668129,64.48446671,10
Snake Gourd,6.568284492,52.58536832,10
Pumpkin,5.840531512,89.22590657,13
Cluster Beans,5.293004929,73.13723861,4
Lettuce,4.843286422,89.58778937,1
Pineapple,4.344968436,57.67813684,13
Ivy Gourd,7.59100792,89.14523087,4
Cucumber,4.429888091,68.12636821,13
Beetroot,5.960196776,53.49926494,27
Apple,7.639975941,69.29310572,24
Papaya,2.458348531,87.10375405,5
Cucumber,7.695437283,55.70063734,8
Okra,6.81798221,60.79866982,2
Beetroot,4.731860539,50.15877266,28
Pineapple,3.742539542,62.93690068,14
Capsicum,7.717757012,57.70565763,4
Guava,5.635755031,85.73763166,4
Amaranth Leaves,4.706824652,67.39053568,1
Tomato,6.612112585,67.27263954,6
Sweet Potato,3.666246367,77.02113781,44
Ridge Gourd,7.031821628,69.67509939,5
Potato,2.96001111,78.48214444,59
Bottle Gourd,5.757256371,50.61001147,11
Spring Onion,2.81529881,82.02420407,4
Taro Root,4.270988987,65.68060638,29
Pointed Gourd,4.84641021,75.22547676,11
Pineapple,5.552467207,79.07873374,9
Ivy Gourd,6.942913844,79.63768475,7
Pointed Gourd,3.532449759,55.17492916,14
Taro Root,2.849221734,68.16472729,31
Spring Onion,3.727110807,83.41778089,2
Mint Leaves,2.038554007,84.7014777,3
Broccoli,2.325063938,68.49121113,12
Fenugreek Leaves,4.442734557,75.20997482,1
Bottle Gourd,7.087260653,66.33242186,9
Bitter Gourd,7.951031826,69.35396512,1
Guava,5.959817344,79.13928903,5
Radish,4.972978101,83.02866688,5
Onion,3.933243318,76.93347111,28
Coriander Leaves,3.41840301,53.08684731,3
Pear,4.972397675,60.21692206,8
Fenugreek Leaves,5.171553938,70.34126896,1
Mango,3.903587004,78.23446487,4
Lemon,3.595072007,72.42138407,30
Cucumber,6.736121026,89.44255088,6
Bottle Gourd,4.805123744,82.15448606,10
Papaya,4.737613153,86.78003034,2
Onion,7.523714999,77.75674256,23
Fenugreek Leaves,7.902887705,59.78859611,1
French Beans,6.354076099,64.15720843,3
Ridge Gourd,7.777937872,69.39507536,4
Snake Gourd,5.497987156,57.26374785,11
Tomato,6.313595097,80.75754324,4
Pomegranate,5.08877152,81.15411771,26
Pumpkin,5.578030502,51.65320986,17
Ridge Gourd,3.080752635,57.58522036,11
Taro Root,6.375487029,62.5188742,26
Lettuce,4.693042967,68.53766869,3
Cucumber,6.338351129,51.7609781,10
Jackfruit,4.824684121,75.62092035,4
Pointed Gourd,4.300878789,83.33964661,10
Garlic,2.362134564,58.00264834,92
Okra,4.1853353,61.7522802,6
Orange,4.788516358,86.37134126,25
Cucumber,3.066722691,84.67938237,12
Bottle Gourd,4.356254272,75.741691,12
Ash Gourd,2.389305036,52.23507775,32
Amaranth Leaves,5.441801694,53.57582149,1
Cucumber,3.229369229,71.12760729,14
Carrot,2.388393816,56.07998414,23
Okra,6.224901177,79.04960698,1
Cauliflower,6.077101322,50.85624536,10
Chikoo,2.73065316,88.87653222,5
Bitter Gourd,3.905784883,57.72591093,7
Guava,6.460520275,71.00335384,6
Jackfruit,4.114648029,62.50093033,6
Chikoo,2.10162988,83.02007359,7
Okra,4.390932461,67.63685159,6
Orange,7.039058325,62.97375303,25
Mint Leaves,2.139268538,69.06592793,5
Cabbage,5.040609139,67.55293854,19
Radish,3.365793297,70.89655999,10
Cabbage,7.441631743,54.98520104,15
Coriander Leaves,3.642029107,61.5196263,3
French Beans,3.33510935,86.88882612,4
Spring Onion,5.286538704,69.00264129,3
Turnip,6.628667255,50.7939437,17
Okra,2.901965214,64.77239146,8
Radish,3.155453006,58.13093827,11
Green Chili,6.705420992,62.28325837,5
Orange,2.962014085,50.96012315,31
Cucumber,7.881894243,55.95922187,8
Cabbage,6.016448381,80.92772403,15
Beetroot,5.797053785,86.232272,24
Sweet Potato,7.873912224,73.40356113,38
Pear,7.584158361,54.49367662,4
Onion,7.138291413,86.4317502,22
Spinach,5.88380949,82.7314164,1
Pumpkin,5.758889542,88.8016264,13
Guava,5.725548785,55.36401932,7
Banana,3.044929813,75.33229904,7
Turnip,4.795890111,68.14330656,19
Brinjal,6.441218581,87.26299749,1
Mango,4.524737755,58.88029526,5
Beetroot,3.605348697,89.22904949,26
Grapes,7.63723551,54.65151297,8
Pumpkin,3.188069191,89.1309559,17
Pomegranate,4.307503844,64.87543179,29
Mint Leaves,6.430146951,64.79820615,1
Onion,5.771467566,56.87307651,27
Jackfruit,6.580807759,84.49112133,1
Cluster Beans,5.675633181,60.83105788,4
Pear,5.518091842,63.11299259,7
Jackfruit,5.313968281,83.81885495,2
Orange,3.189423346,56.6090511,31
Apple,2.839789844,50.42866546,31
Okra,3.902751229,58.19630319,7
Spring Onion,6.780160368,61.85317532,1
Grapes,2.546573202,56.26708553,16
Brinjal,2.161365866,87.60197686,6
Potato,5.537462246,68.87193075,57
Drumstick,6.981001439,55.27865684,5
Potato,5.658879357,70.28279627,57
Potato,6.276647052,60.54952982,56
Pineapple,4.747774526,84.5984453,9
Lemon,7.645412415,83.83314918,21
Ivy Gourd,2.038208509,75.52832105,15
Drumstick,2.098462123,76.91692549,11
Cauliflower,7.43699165,69.06532046,8
Cucumber,2.236814761,86.04804504,13
Spring Onion,3.82730597,87.02570973,1
Bitter Gourd,5.222269454,67.28543064,5
Pear,6.200939266,83.34207032,4
Pumpkin,6.408320229,71.62712949,16
Ginger,3.781612563,52.34702701,20
Ginger,6.025161817,57.81638996,16
Capsicum,3.398973069,72.98753204,10
Chikoo,6.306577414,68.67408377,3
Carrot,4.783995225,55.30470794,19
Chikoo,7.361473679,73.48794619,1
Radish,6.02209054,65.03185711,6
Radish,4.82304608,50.11172771,8
Spring Onion,7.01550495,58.36288807,1
Pumpkin,5.118999788,67.41094019,18
French Beans,3.484242061,78.11574158,6
Fenugreek Leaves,2.662180226,82.97409879,2
Fenugreek Leaves,7.626871729,64.76159783,1
Fenugreek Leaves,4.582533833,83.16003501,1
Ivy Gourd,7.195106778,50.0988388,9
Snake Gourd,2.33502538,67.35398114,16
Chikoo,6.367209736,65.1379465,3
Papaya,2.3936431,70.53013016,9
Apple,5.673505171,66.59703625,27
Brinjal,5.232557872,57.58132271,5
Bottle Gourd,5.962898661,66.31751019,11
Guava,4.082365526,66.34677546,9
Brinjal,4.217370195,89.12478011,2
Carrot,7.039252789,51.85935423,16
Banana,6.49776714,69.86684993,3
Pomegranate,4.293075256,62.36984766,29
Potato,4.344257016,66.77021037,59
Cluster Beans,5.192017744,59.55957015,5
Tomato,6.658009398,80.54175421,3
Carrot,6.246307332,85.14605712,14
Turnip,3.150786065,68.10880995,22
Pointed Gourd,4.834878209,87.1767968,9
Drumstick,2.625382965,61.19658858,12
Okra,2.376498858,77.11099015,8
Cabbage,2.530494765,63.80808118,23
Bitter Gourd,4.146920608,70.85543505,6
Banana,7.387127967,74.25594907,1
Beetroot,5.655949111,64.76581378,27
Spinach,5.780197985,59.43319765,1
Capsicum,5.396688684,52.30062503,7
Capsicum,2.532846999,69.70429656,12
Okra,4.917282857,55.37990726,5
Garlic,4.911089695,55.63977487,88
Bitter Gourd,6.980858881,50.28072767,2
Jackfruit,2.945683506,83.34707921,5
Onion,4.062368709,77.93613171,28
Turnip,2.430410874,89.77323147,19
Lemon,4.850617606,73.68336,27
Cucumber,4.490827716,75.69529635,12
Mango,3.668623247,69.31755406,6
Bitter Gourd,7.531490027,67.60298507,1
Cabbage,5.398339595,66.79413281,18
Chikoo,4.408706396,85.88888587,3
Amaranth Leaves,4.590778673,83.37409102,1
Papaya,4.728365505,83.99103384,3
Fenugreek Leaves,7.27264727,79.27762149,1
Broccoli,7.953066497,72.51500245,3
Ash Gourd,2.656558831,80.43450389,29
Carrot,5.70762925,61.15928627,18
Spinach,4.728452685,79.21452398,1
Apple,3.597679752,72.09302188,30
Radish,5.739503955,68.61723791,7
Ivy Gourd,3.554517073,59.85297205,14
Banana,5.331915454,52.69304945,5
Bottle Gourd,5.870847059,58.22478355,11
Brinjal,4.715779247,72.42359334,5
Pear,6.252471232,89.49106453,2
Apple,7.763160439,83.9452708,21
Cucumber,4.682840724,55.40402983,12
Garlic,5.042767045,70.72589099,88
Garlic,7.312016723,62.83936017,85
Apple,5.574654525,62.82689609,27
Lemon,6.578136819,74.17332581,25
Papaya,6.255064814,55.73430855,3
Fenugreek Leaves,6.700335249,82.89039936,1
Onion,3.792169704,56.33298335,30
Spring Onion,6.506542785,62.58602686,1
Cauliflower,6.369995622,78.95306659,8
Pear,5.129029494,54.68575118,8
Coriander Leaves,6.244643594,53.04906632,1
Grapes,4.606937948,78.6482662,11
Spinach,3.39038753,66.81789034,4
Capsicum,5.995876609,85.18947578,3
French Beans,7.25856667,89.78306323,1
Guava,6.180405165,88.72502462,2
Okra,4.039839515,61.86482595,6
Radish,7.745900385,56.65073245,4
Potato,2.244363204,79.29297225,60
Spring Onion,2.616698741,85.11897022,4
Bottle Gourd,7.609795428,60.96579728,8
Brinjal,5.582663336,84.85517938,1
Orange,5.151033113,64.16691402,28
Tomato,6.625713849,70.06854339,6
Capsicum,4.102682416,58.20882234,9
Cucumber,3.837938642,58.99818308,14
Cabbage,7.546677023,65.57035354,15
Pomegranate,5.531353667,57.15803289,27
Capsicum,7.748630232,50.02781718,4
Broccoli,3.013947059,81.5727062,9
Pomegranate,5.927300843,65.908659,27
Bottle Gourd,4.624293422,76.32443893,11
Drumstick,4.230794554,51.31320643,9
Cucumber,2.816826159,60.73526281,15
Capsicum,4.99346573,78.49190858,6
Orange,3.274786175,81.57369399,28
Cucumber,6.131563956,84.94529358,7
Cauliflower,6.690542637,66.4196719,9
Cluster Beans,7.92669264,55.05795115,1
Taro Root,3.693991653,84.25432101,27
Ash Gourd,3.377435437,82.15552584,28
Coriander Leaves,2.774823846,50.55815063,4
Grapes,7.904172593,75.34973541,7
Ash Gourd,6.537401923,62.98721823,26
Carrot,4.21171465,66.9733677,20
Papaya,4.482054615,74.57537131,5
Apple,7.339820921,64.81969838,24
Sweet Potato,6.753397236,71.76611106,40
Pumpkin,5.376646556,71.625068,17
Spinach,7.711435276,82.90461846,1
Onion,3.401374259,79.96973842,28
Tomato,2.438989068,64.12555721,12
Bitter Gourd,4.340200886,70.74435977,6
Potato,6.534855572,61.06899678,56
Capsicum,6.092887894,80.8225402,4
Taro Root,5.211096735,78.5769729,26
Lemon,2.601614579,69.51247733,32
Ash Gourd,3.932504944,86.52488005,26
Taro Root,7.223593978,76.25299884,23
Chikoo,7.124729327,77.592365,1
Lemon,3.370251358,70.2825383,30
Carrot,4.114485739,50.04060723,20
Taro Root,3.551957979,64.90943828,30
Beetroot,3.44709628,69.57409043,30
Pumpkin,5.871428917,62.57812869,17
Bottle Gourd,4.794069012,83.67296069,10
Cluster Beans,5.793740464,85.76862666,1
Apple,3.806972441,81.41250376,28
Bottle Gourd,7.191185829,86.89463054,5
Pointed Gourd,7.441067907,62.13169428,8
Broccoli,3.085976312,55.15591806,11
Radish,3.071886405,77.44857142,9
Cauliflower,7.344753782,50.85903808,8
Okra,3.969944718,58.4002346,7
Chikoo,6.583272656,67.88449162,3
Bitter Gourd,3.52714496,79.13320993,5
Tomato,4.937114385,72.86885268,8
Potato,4.762726429,83.9304999,56
Broccoli,5.896973949,73.80970543,6
Amaranth Leaves,5.15168478,65.82531182,1
Mango,4.554647382,68.46978159,5
Cluster Beans,5.146414964,52.15258262,5
Green Chili,2.576894822,50.03595401,12
Garlic,2.209749629,80.34110571,90
Ash Gourd,6.696638214,75.34600016,24
Pumpkin,4.55016985,71.9203433,18
Banana,7.165239757,82.81346578,1
Tomato,5.957981256,70.630572,6
French Beans,5.642146314,87.54726122,1
Cucumber,3.079951016,53.38026385,15
French Beans,6.505585535,85.38582223,1
Coriander Leaves,7.447554408,65.64825412,1
Pineapple,4.230576249,87.31425469,10
Okra,6.563740894,72.88404369,2
Mint Leaves,3.898436748,83.14922858,1
French Beans,5.42250817,84.30840996,2
Ivy Gourd,6.552823794,63.8614974,10
Ridge Gourd,4.667804354,78.33354396,7
Amaranth Leaves,7.853548714,50.9493551,1
Garlic,3.065160178,89.52138919,87
Spring Onion,6.537514366,73.0127172,1
Taro Root,5.381266514,73.4156058,27
Turnip,6.467605061,67.81822025,17
Pumpkin,4.517568785,58.90582635,19
Ridge Gourd,7.710089125,59.80159986,4
Amaranth Leaves,2.949105069,79.30431252,2
Cucumber,4.79035053,69.74199187,12
Ash Gourd,6.847889347,79.23988331,23
Okra,3.525809261,64.40842475,7
Green Chili,4.186002564,60.93604678,9
Spring Onion,4.280856903,65.86349015,4
Jackfruit,6.766043099,80.1021188,1
Pomegranate,5.566266408,63.25610379,27
Coriander Leaves,4.601645173,72.84226484,1
Chikoo,2.296050153,55.37799349,9
Onion,6.3112743,77.17381082,25
Tomato,7.949307436,73.06756526,3
Pear,5.039439334,72.85948965,7
Potato,6.233924851,55.79015413,56
Brinjal,5.233918973,70.73304116,5
Orange,2.714833172,71.71587852,31
Papaya,4.429698466,74.31448578,5
Beetroot,4.778127329,70.59236989,28
Banana,3.1931215,88.85667513,4
Garlic,6.135969812,86.30365884,83
Ridge Gourd,4.247485718,58.40103214,9
Spring Onion,6.698460008,73.08920116,1
Drumstick,4.919667003,53.54708236,8
Papaya,5.803022663,79.05717346,2
Turnip,2.386462611,89.55658217,19
Ginger,3.22520454,55.51610904,21
Lemon,3.894408486,73.81333055,29
Spring Onion,5.539486245,55.04540212,2
Apple,7.351408452,65.09898376,24
Brinjal,6.518449913,66.80333703,3
Brinjal,3.653166604,77.34486602,6
Drumstick,3.362087759,87.85274362,7
Capsicum,6.386871152,55.46423037,6
Lettuce,4.284291789,57.69501523,4
Ridge Gourd,7.254723112,78.93296256,3
Capsicum,4.291733832,89.19635712,5
Capsicum,6.661707591,83.04200321,3
Brinjal,3.485355535,63.50842297,7
Capsicum,7.266523515,68.29795479,5
Amaranth Leaves,3.553768066,72.89865698,3
Radish,2.12119568,89.34251217,8
Onion,5.903389008,79.03093127,25
Bitter Gourd,3.428228545,76.02780316,6
Green Chili,6.679388962,80.07014792,3
Coriander Leaves,5.796501411,75.71517456,1
Beetroot,4.838344962,88.61246104,25
Snake Gourd,6.844077216,50.15558379,9
Potato,3.890913589,89.12052533,56
Potato,2.589234117,74.29773848,61
Coriander Leaves,4.3816784,76.87878771,1
Lemon,2.799487751,75.70671417,30
Lettuce,2.910276802,72.91519654,6
Cabbage,7.420591637,86.67433376,12
Grapes,5.783114446,50.13365034,11
Coriander Leaves,5.510014746,73.52624419,1
Orange,7.076598898,63.79465924,25
Apple,3.703676847,69.04410852,30
French Beans,3.543583284,68.98390637,7
Grapes,7.612453855,72.05496495,8
Potato,5.990565515,64.2088658,57
Okra,3.313973344,55.19942931,8
Carrot,7.993206419,57.80985444,15
Snake Gourd,4.771164656,81.58630256,10
Beetroot,7.255676647,75.53010589,24
Pumpkin,7.259814979,85.79291142,11
Guava,2.943769201,88.05633895,7
Bitter Gourd,7.722981626,83.66750588,1
Orange,6.85975206,70.25980018,25
Ridge Gourd,7.202982145,62.42097928,5
Fenugreek Leaves,5.431780537,88.1877909,1
Drumstick,7.895386446,72.00981349,3
Apple,4.302967336,76.59526059,28
Carrot,5.487781615,52.51547254,18
Drumstick,6.460856485,51.39168495,6
Sweet Potato,2.773867161,87.37633977,43
Spring Onion,7.500630583,89.21496486,1
Cluster Beans,2.868313966,50.14334996,8
Drumstick,3.654503985,60.35770413,10
Pointed Gourd,2.935864127,68.87094355,15
Amaranth Leaves,6.098279189,80.40478306,1
Mint Leaves,2.530802045,82.87435299,2
Sweet Potato,2.745252333,55.25890873,46
Apple,6.873288099,69.27364464,25
Apple,2.295086149,61.73585322,32
Drumstick,7.137351512,67.39667252,5
Pumpkin,7.365149462,75.36995964,13
Ash Gourd,4.154268692,53.5430047,29
Spinach,5.157634089,68.30164405,2
Potato,7.616027904,62.60950207,54
Broccoli,3.302966411,52.98656226,11
Spinach,4.067820902,81.6395459,1
Pineapple,6.146487953,82.08203662,8
Turnip,7.139292535,76.25494356,15
Drumstick,3.83371524,62.03625475,10
Pear,2.007528837,66.28224457,12
Ginger,6.382338436,78.2042034,14
Banana,6.540406888,71.86597741,2
Bitter Gourd,4.272272437,79.14110212,4
Spinach,5.561539465,77.83427412,1
French Beans,6.711439062,62.6474358,2
Pear,7.411985749,88.05391439,1
Mango,3.881480277,60.25807031,6
Spring Onion,5.532913749,61.24366335,2
Snake Gourd,6.359058476,59.80921969,10
Beetroot,6.04787328,74.31910092,26
Jackfruit,2.012068963,78.93536415,8
Beetroot,5.691818128,56.26261773,27
Taro Root,2.96278429,85.39846137,28
Tomato,4.607735106,70.51818397,8
Bitter Gourd,6.276707854,69.60526731,3
Pomegranate,4.798342126,87.51888969,25
Brinjal,6.436151066,56.39297032,3
Bitter Gourd,5.715955276,58.04037405,4
Taro Root,4.50481544,60.69283537,29
Okra,2.500717589,84.07935701,6
Pomegranate,3.612938072,66.36816703,30
Mint Leaves,7.275474358,70.68960085,1
Pear,2.130588072,71.21044997,12
Orange,5.91295511,71.60504213,26
Cucumber,3.987081997,86.74500955,10
